Cod_Venda;Cod_Data;DataNotaFiscal;Dia;Mes;Ano;Cod_Marca;Marca;UF;Nome_UF;PrecoVenda;PrecoCusto;TotalDesconto;Frete;CustoMaoDeObra;Cod_Modelo;Modelo;Id_Cor;Cores;Cod_Vendedor;Vendedor;Cod_Filial;Nome_Filial;Estado_Filial;Demog_Clientes;Meios_de_Pag;Cat_de_Produtos;Campanhas_de_Mkt;Informacoes_de_Devolu;Canais_de_Venda;Indi_Satisfacao
326;43760;22/10/2019;22;10;2019;M04;Salvion;PB;Paraíba;152,73;76,37;3,82;8,7;22,91;J001;Cropped;PMS 519;Vinho;4;Edson;2;Nova Odessa;SC;Feminino, 18-24, Classe A;Transferência Bancária;Flare, Jeans Reciclado, Rasgado;Lançamento de Coleção;Sim, Tecido Incorreto;Loja Física;4/5
327;43853;23/01/2020;23;1;2020;M05;Milteka;RN;Rio Grande do Norte;152,75;76,38;3,82;8,71;22,91;J002;Skinny;PMS 2926;Preto;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 55-64, Classe A;Transferência Bancária;Skinny, Algodão, Sem Rasgo;Black Friday;Sim, Tamanho Incorreto;Loja Física;4/5
328;42429;29/02/2016;29;2;2016;M03;Patrilolo;AC;Acre;152,94;76,47;3,82;8,72;22,94;J002;Skinny;PMS 576;Verde;1;Patricia;1;Allenópolis;SP;Feminino, 45-54, Classe B;Débito;Flare, Jeans Reciclado, Rasgado;Promoção de Verão;Não;Loja Física;5/5
329;43933;12/04/2020;12;4;2020;M03;Patrilolo;AC;Acre;153,59;76,8;3,84;8,75;23,04;J001;Cropped;PMS 2965;Azul;2;Milton;1;Allenópolis;SP;Masculino, 35-44, Classe C;Transferência Bancária;Boyfriend, Algodão, Rasgado;Liquidação de Inverno;Sim, Tecido Incorreto;Online;4/5
330;42391;22/01/2016;22;1;2016;M04;Salvion;MG;Minas Gerais;153,62;76,81;3,84;8,76;23,04;J003;Flare;PMS 7515;Bege;5;Bianka;3;Rio Claro;MG;Masculino, 25-34, Classe B;Cartão de Crédito;Cropped, Elastano, Lavagem Clara;Dia das Mães;Sim, Defeito no Produto;Online;4/5
331;42834;09/04/2017;9;4;2017;M01;Allen Machine;PR;Paraná;153,81;76,91;3,85;8,77;23,07;J005;Hot Pants;PMS 7515;Bege;1;Patricia;1;Allenópolis;SP;Feminino, 45-54, Classe B;Transferência Bancária;Mom, Elastano, Lavagem Escura;Lançamento de Coleção;Não;Online;4.5/5
332;42571;20/07/2016;20;7;2016;M05;Milteka;BA;Bahia;153,82;76,91;3,85;8,77;23,07;J003;Flare;PMS 2926;Preto;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 45-54, Classe B;Transferência Bancária;Skinny, Algodão, Sem Rasgo;Liquidação de Inverno;Não;Online;3/5
333;42777;11/02/2017;11;2;2017;M02;Pardiucci;PA;Pará;153,89;76,95;3,85;8,77;23,09;J006;Cigarrete;PMS 576;Verde;4;Edson;2;Nova Odessa;SC;Feminino, 18-24, Classe A;Débito;Skinny, Algodão, Sem Rasgo;Black Friday;Sim, Tecido Incorreto;Loja Física;2/5
334;43280;29/06/2018;29;6;2018;M01;Allen Machine;PB;Paraíba;154,11;77,06;3,85;8,78;23,12;J006;Cigarrete;PMS 2965;Azul;2;Milton;1;Allenópolis;SP;Masculino, 35-44, Classe C;Transferência Bancária;Cropped, Elastano, Lavagem Clara;Black Friday;Sim, Tamanho Incorreto;Online;3/5
335;43934;13/04/2020;13;4;2020;M01;Allen Machine;AM;Amazonas;154,24;77,12;3,86;8,79;23,14;J003;Flare;PMS 519;Vinho;1;Patricia;1;Allenópolis;SP;Masculino, 55-64, Classe A;Débito;Flare, Jeans Reciclado, Rasgado;Dia das Mães;Sim, Tecido Incorreto;Online;4/5
336;43576;21/04/2019;21;4;2019;M04;Salvion;AC;Acre;154,7;77,35;3,87;8,82;23,21;J006;Cigarrete;PMS 2965;Azul;2;Milton;1;Allenópolis;SP;Masculino, 35-44, Classe C;Transferência Bancária;Cropped, Elastano, Lavagem Clara;Liquidação de Inverno;Sim, Tamanho Incorreto;Loja Física;4/5
337;43283;02/07/2018;2;7;2018;M01;Allen Machine;MS;Mato Grosso do Sul;154,95;77,48;3,87;8,83;23,24;J004;Pantacourt;PMS 2765;Branco;6;Airton;3;Rio Claro;MG;Feminino, 18-24, Classe A;Pix;Skinny, Algodão, Sem Rasgo;Lançamento de Coleção;Sim, Tamanho Incorreto;Online;2/5
338;42491;01/05/2016;1;5;2016;M04;Salvion;PI;Piauí;155,16;77,58;3,88;8,84;23,27;J001;Cropped;PMS 2765;Branco;4;Edson;2;Nova Odessa;SC;Masculino, 25-34, Classe B;Dinheiro;Mom, Elastano, Lavagem Escura;Black Friday;Sim, Tecido Incorreto;Loja Física;2/5
339;43207;17/04/2018;17;4;2018;M03;Patrilolo;MA;Maranhão;155,47;77,74;3,89;8,86;23,32;J005;Hot Pants;PMS 519;Vinho;7;Pedro;4;Bauru;SP;Masculino, 55-64, Classe A;Transferência Bancária;Flare, Jeans Reciclado, Rasgado;Promoção de Verão;Sim, Defeito no Produto;Online;4/5
340;42480;20/04/2016;20;4;2016;M04;Salvion;AC;Acre;155,62;77,81;3,89;8,87;23,34;J003;Flare;PMS 7515;Bege;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 18-24, Classe A;Dinheiro;Mom, Elastano, Lavagem Escura;Black Friday;Sim, Defeito no Produto;Online;4/5
341;43140;09/02/2018;9;2;2018;M01;Allen Machine;PE;Pernambuco;155,63;77,82;3,89;8,87;23,35;J005;Hot Pants;PMS 7515;Bege;7;Pedro;4;Bauru;SP;Masculino, 55-64, Classe A;Transferência Bancária;Skinny, Algodão, Sem Rasgo;Liquidação de Inverno;Sim, Tecido Incorreto;Loja Física;2/5
342;43533;09/03/2019;9;3;2019;M04;Salvion;DF;Distrito Federal;156,41;78,21;3,91;8,91;23,46;J006;Cigarrete;PMS 2926;Preto;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 35-44, Classe C;Cartão de Crédito;Cropped, Elastano, Lavagem Clara;Promoção de Verão;Sim, Tecido Incorreto;Loja Física;4.5/5
343;43611;26/05/2019;26;5;2019;M04;Salvion;RR;Roraima;156,52;78,26;3,91;8,92;23,48;J006;Cigarrete;PMS 7515;Bege;7;Pedro;4;Bauru;SP;Masculino, 35-44, Classe C;Transferência Bancária;Cropped, Elastano, Lavagem Clara;Lançamento de Coleção;Sim, Defeito no Produto;Loja Física;2/5
344;44008;26/06/2020;26;6;2020;M02;Pardiucci;MT;Mato Grosso;156,87;78,44;3,92;8,94;23,53;J003;Flare;PMS 519;Vinho;6;Airton;3;Rio Claro;MG;Masculino, 25-34, Classe B;Débito;Skinny, Algodão, Sem Rasgo;Black Friday;Não;Online;4/5
345;43980;29/05/2020;29;5;2020;M03;Patrilolo;RR;Roraima;157,06;78,53;3,93;8,95;23,56;J006;Cigarrete;PMS 519;Vinho;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 45-54, Classe B;Cartão de Crédito;Cropped, Elastano, Lavagem Clara;Promoção de Verão;Não;Loja Física;5/5
346;42882;27/05/2017;27;5;2017;M04;Salvion;CE;Ceará;157,56;78,78;3,94;8,98;23,63;J004;Pantacourt;PMS 2926;Preto;6;Airton;3;Rio Claro;MG;Masculino, 35-44, Classe C;Transferência Bancária;Cropped, Elastano, Lavagem Clara;Black Friday;Não;Loja Física;3/5
347;42399;30/01/2016;30;1;2016;M04;Salvion;CE;Ceará;157,59;78,8;3,94;8,98;23,64;J005;Hot Pants;PMS 2765;Branco;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 18-24, Classe A;Cartão de Crédito;Skinny, Algodão, Sem Rasgo;Promoção de Verão;Sim, Tamanho Incorreto;Online;4.5/5
348;43522;26/02/2019;26;2;2019;M02;Pardiucci;CE;Ceará;157,61;78,81;3,94;8,98;23,64;J005;Hot Pants;PMS 576;Verde;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 35-44, Classe C;Dinheiro;Skinny, Algodão, Sem Rasgo;Liquidação de Inverno;Sim, Tamanho Incorreto;Online;4.5/5
349;43991;09/06/2020;9;6;2020;M03;Patrilolo;PE;Pernambuco;157,83;78,92;3,95;9;23,68;J004;Pantacourt;PMS 2965;Azul;1;Patricia;1;Allenópolis;SP;Masculino, 25-34, Classe B;Cartão de Crédito;Flare, Jeans Reciclado, Rasgado;Liquidação de Inverno;Sim, Defeito no Produto;Online;4.5/5
350;42873;18/05/2017;18;5;2017;M05;Milteka;CE;Ceará;157,84;78,92;3,95;9;23,68;J006;Cigarrete;PMS 2965;Azul;7;Pedro;4;Bauru;SP;Feminino, 18-24, Classe A;Débito;Boyfriend, Algodão, Rasgado;Black Friday;Não;Online;4/5
351;43370;27/09/2018;27;9;2018;M01;Allen Machine;AL;Alagoas;158,07;79,04;3,95;9,01;23,71;J004;Pantacourt;PMS 2965;Azul;4;Edson;2;Nova Odessa;SC;Feminino, 18-24, Classe A;Dinheiro;Cropped, Elastano, Lavagem Clara;Liquidação de Inverno;Não;Online;4/5
352;43760;22/10/2019;22;10;2019;M03;Patrilolo;MA;Maranhão;158,24;79,12;3,96;9,02;23,74;J002;Skinny;PMS 2965;Azul;2;Milton;1;Allenópolis;SP;Masculino, 25-34, Classe B;Transferência Bancária;Mom, Elastano, Lavagem Escura;Dia das Mães;Sim, Defeito no Produto;Online;5/5
353;43350;07/09/2018;7;9;2018;M02;Pardiucci;AC;Acre;158,26;79,13;3,96;9,02;23,74;J006;Cigarrete;PMS 2965;Azul;2;Milton;1;Allenópolis;SP;Feminino, 45-54, Classe B;Transferência Bancária;Flare, Jeans Reciclado, Rasgado;Liquidação de Inverno;Sim, Tecido Incorreto;Online;5/5
354;43990;08/06/2020;8;6;2020;M01;Allen Machine;RO;Rondônia;158,83;79,42;3,97;9,05;23,83;J002;Skinny;PMS 2965;Azul;7;Pedro;4;Bauru;SP;Masculino, 35-44, Classe C;Cartão de Crédito;Skinny, Algodão, Sem Rasgo;Liquidação de Inverno;Não;Online;5/5
355;42462;02/04/2016;2;4;2016;M04;Salvion;MS;Mato Grosso do Sul;159;79,5;3,98;9,06;23,85;J006;Cigarrete;PMS 519;Vinho;4;Edson;2;Nova Odessa;SC;Masculino, 25-34, Classe B;Pix;Skinny, Algodão, Sem Rasgo;Lançamento de Coleção;Sim, Tecido Incorreto;Loja Física;5/5
356;43155;24/02/2018;24;2;2018;M01;Allen Machine;BA;Bahia;160,15;80,08;4;9,13;24,02;J003;Flare;PMS 519;Vinho;4;Edson;2;Nova Odessa;SC;Masculino, 55-64, Classe A;Pix;Cropped, Elastano, Lavagem Clara;Promoção de Verão;Sim, Tamanho Incorreto;Online;5/5
357;43498;02/02/2019;2;2;2019;M05;Milteka;MT;Mato Grosso;160,41;80,21;4,01;9,14;24,06;J003;Flare;PMS 7515;Bege;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 18-24, Classe A;Cartão de Crédito;Flare, Jeans Reciclado, Rasgado;Black Friday;Sim, Defeito no Produto;Online;4/5
358;42675;01/11/2016;1;11;2016;M04;Salvion;RN;Rio Grande do Norte;160,59;80,3;4,01;9,15;24,09;J006;Cigarrete;PMS 519;Vinho;5;Bianka;3;Rio Claro;MG;Masculino, 55-64, Classe A;Pix;Mom, Elastano, Lavagem Escura;Dia das Mães;Sim, Tamanho Incorreto;Online;4.5/5
359;44152;17/11/2020;17;11;2020;M02;Pardiucci;MA;Maranhão;160,84;80,42;4,02;9,17;24,13;J004;Pantacourt;PMS 519;Vinho;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 18-24, Classe A;Pix;Mom, Elastano, Lavagem Escura;Black Friday;Não;Loja Física;2/5
360;43693;16/08/2019;16;8;2019;M03;Patrilolo;DF;Distrito Federal;160,87;80,44;4,02;9,17;24,13;J002;Skinny;PMS 2926;Preto;2;Milton;1;Allenópolis;SP;Masculino, 55-64, Classe A;Pix;Cropped, Elastano, Lavagem Clara;Promoção de Verão;Sim, Tecido Incorreto;Loja Física;4/5
361;43428;24/11/2018;24;11;2018;M03;Patrilolo;RN;Rio Grande do Norte;160,94;80,47;4,02;9,17;24,14;J006;Cigarrete;PMS 519;Vinho;7;Pedro;4;Bauru;SP;Masculino, 35-44, Classe C;Cartão de Crédito;Skinny, Algodão, Sem Rasgo;Black Friday;Sim, Tamanho Incorreto;Online;3/5
362;42979;01/09/2017;1;9;2017;M04;Salvion;PR;Paraná;162,46;81,23;4,06;9,26;24,37;J005;Hot Pants;PMS 576;Verde;5;Bianka;3;Rio Claro;MG;Masculino, 25-34, Classe B;Cartão de Crédito;Mom, Elastano, Lavagem Escura;Dia das Mães;Sim, Tecido Incorreto;Online;2/5
363;42590;08/08/2016;8;8;2016;M01;Allen Machine;SP;São Paulo;162,56;81,28;4,06;9,27;24,38;J006;Cigarrete;PMS 2965;Azul;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 45-54, Classe B;Dinheiro;Boyfriend, Algodão, Rasgado;Promoção de Verão;Sim, Defeito no Produto;Online;5/5
364;44086;12/09/2020;12;9;2020;M05;Milteka;MS;Mato Grosso do Sul;163,27;81,64;4,08;9,31;24,49;J005;Hot Pants;PMS 519;Vinho;6;Airton;3;Rio Claro;MG;Masculino, 55-64, Classe A;Pix;Flare, Jeans Reciclado, Rasgado;Dia das Mães;Sim, Defeito no Produto;Loja Física;3/5
365;43925;04/04/2020;4;4;2020;M02;Pardiucci;PA;Pará;164,14;82,07;4,1;9,36;24,62;J005;Hot Pants;PMS 576;Verde;6;Airton;3;Rio Claro;MG;Feminino, 18-24, Classe A;Cartão de Crédito;Flare, Jeans Reciclado, Rasgado;Lançamento de Coleção;Sim, Tecido Incorreto;Loja Física;4.5/5
366;44116;12/10/2020;12;10;2020;M04;Salvion;SP;São Paulo;164,22;82,11;4,11;9,36;24,63;J006;Cigarrete;PMS 2926;Preto;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 45-54, Classe B;Débito;Cropped, Elastano, Lavagem Clara;Dia das Mães;Não;Online;4.5/5
367;43159;28/02/2018;28;2;2018;M05;Milteka;RN;Rio Grande do Norte;164,25;82,13;4,11;9,36;24,64;J001;Cropped;PMS 7515;Bege;5;Bianka;3;Rio Claro;MG;Masculino, 55-64, Classe A;Cartão de Crédito;Mom, Elastano, Lavagem Escura;Black Friday;Sim, Tamanho Incorreto;Loja Física;3/5
368;43524;28/02/2019;28;2;2019;M02;Pardiucci;AL;Alagoas;164,29;82,15;4,11;9,36;24,65;J001;Cropped;PMS 2965;Azul;2;Milton;1;Allenópolis;SP;Masculino, 55-64, Classe A;Cartão de Crédito;Mom, Elastano, Lavagem Escura;Lançamento de Coleção;Sim, Defeito no Produto;Loja Física;2/5
369;43213;23/04/2018;23;4;2018;M03;Patrilolo;RJ;Rio de Janeiro;164,42;82,21;4,11;9,37;24,66;J004;Pantacourt;PMS 2765;Branco;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 25-34, Classe B;Débito;Boyfriend, Algodão, Rasgado;Liquidação de Inverno;Sim, Defeito no Produto;Loja Física;4.5/5
370;43967;16/05/2020;16;5;2020;M04;Salvion;TO;Tocantins;164,44;82,22;4,11;9,37;24,67;J006;Cigarrete;PMS 519;Vinho;6;Airton;3;Rio Claro;MG;Feminino, 18-24, Classe A;Débito;Skinny, Algodão, Sem Rasgo;Dia das Mães;Não;Online;2/5
371;42375;06/01/2016;6;1;2016;M04;Salvion;GO;Goiás;164,78;82,39;4,12;9,39;24,72;J004;Pantacourt;PMS 2926;Preto;2;Milton;1;Allenópolis;SP;Masculino, 55-64, Classe A;Pix;Boyfriend, Algodão, Rasgado;Lançamento de Coleção;Sim, Defeito no Produto;Loja Física;2/5
372;43386;13/10/2018;13;10;2018;M04;Salvion;PI;Piauí;164,79;82,4;4,12;9,39;24,72;J004;Pantacourt;PMS 2965;Azul;1;Patricia;1;Allenópolis;SP;Feminino, 18-24, Classe A;Cartão de Crédito;Boyfriend, Algodão, Rasgado;Lançamento de Coleção;Não;Loja Física;2/5
373;42622;09/09/2016;9;9;2016;M04;Salvion;PA;Pará;164,93;82,47;4,12;9,4;24,74;J004;Pantacourt;PMS 7515;Bege;1;Patricia;1;Allenópolis;SP;Feminino, 45-54, Classe B;Débito;Mom, Elastano, Lavagem Escura;Black Friday;Não;Online;2/5
374;43939;18/04/2020;18;4;2020;M04;Salvion;ES;Espírito Santo;165,13;82,57;4,13;9,41;24,77;J001;Cropped;PMS 7515;Bege;7;Pedro;4;Bauru;SP;Masculino, 25-34, Classe B;Transferência Bancária;Boyfriend, Algodão, Rasgado;Black Friday;Sim, Tamanho Incorreto;Loja Física;4/5
375;42938;22/07/2017;22;7;2017;M01;Allen Machine;PI;Piauí;165,53;82,77;4,14;9,43;24,83;J003;Flare;PMS 2765;Branco;4;Edson;2;Nova Odessa;SC;Masculino, 35-44, Classe C;Cartão de Crédito;Boyfriend, Algodão, Rasgado;Promoção de Verão;Sim, Defeito no Produto;Online;4/5
376;42464;04/04/2016;4;4;2016;M04;Salvion;SC;Santa Catarina;165,85;82,93;4,15;9,45;24,88;J006;Cigarrete;PMS 2765;Branco;1;Patricia;1;Allenópolis;SP;Feminino, 45-54, Classe B;Dinheiro;Mom, Elastano, Lavagem Escura;Black Friday;Sim, Tecido Incorreto;Loja Física;2/5
377;43417;13/11/2018;13;11;2018;M03;Patrilolo;BA;Bahia;166,21;83,11;4,16;9,47;24,93;J001;Cropped;PMS 2765;Branco;4;Edson;2;Nova Odessa;SC;Feminino, 18-24, Classe A;Transferência Bancária;Boyfriend, Algodão, Rasgado;Liquidação de Inverno;Sim, Defeito no Produto;Online;4.5/5
378;42731;27/12/2016;27;12;2016;M01;Allen Machine;PI;Piauí;166,39;83,2;4,16;9,48;24,96;J003;Flare;PMS 2965;Azul;1;Patricia;1;Allenópolis;SP;Feminino, 45-54, Classe B;Transferência Bancária;Flare, Jeans Reciclado, Rasgado;Dia das Mães;Não;Online;3/5
379;43622;06/06/2019;6;6;2019;M04;Salvion;AC;Acre;166,53;83,27;4,16;9,49;24,98;J003;Flare;PMS 7515;Bege;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 35-44, Classe C;Dinheiro;Skinny, Algodão, Sem Rasgo;Liquidação de Inverno;Sim, Defeito no Produto;Online;4/5
380;43936;15/04/2020;15;4;2020;M04;Salvion;SE;Sergipe;166,53;83,27;4,16;9,49;24,98;J002;Skinny;PMS 2765;Branco;1;Patricia;1;Allenópolis;SP;Masculino, 35-44, Classe C;Cartão de Crédito;Mom, Elastano, Lavagem Escura;Black Friday;Sim, Tamanho Incorreto;Loja Física;4.5/5
381;44010;28/06/2020;28;6;2020;M01;Allen Machine;SE;Sergipe;166,72;83,36;4,17;9,5;25,01;J001;Cropped;PMS 2965;Azul;2;Milton;1;Allenópolis;SP;Masculino, 25-34, Classe B;Débito;Skinny, Algodão, Sem Rasgo;Black Friday;Sim, Tamanho Incorreto;Online;4.5/5
382;42467;07/04/2016;7;4;2016;M03;Patrilolo;DF;Distrito Federal;167,77;83,89;4,19;9,56;25,17;J003;Flare;PMS 2926;Preto;1;Patricia;1;Allenópolis;SP;Masculino, 25-34, Classe B;Pix;Mom, Elastano, Lavagem Escura;Black Friday;Sim, Tamanho Incorreto;Online;4.5/5
383;43647;01/07/2019;1;7;2019;M04;Salvion;SC;Santa Catarina;167,93;83,97;4,2;9,57;25,19;J002;Skinny;PMS 7515;Bege;4;Edson;2;Nova Odessa;SC;Feminino, 45-54, Classe B;Transferência Bancária;Boyfriend, Algodão, Rasgado;Liquidação de Inverno;Não;Online;4/5
384;43868;07/02/2020;7;2;2020;M01;Allen Machine;RO;Rondônia;168,1;84,05;4,2;9,58;25,22;J004;Pantacourt;PMS 576;Verde;2;Milton;1;Allenópolis;SP;Feminino, 45-54, Classe B;Pix;Cropped, Elastano, Lavagem Clara;Black Friday;Sim, Defeito no Produto;Online;4.5/5
385;42941;25/07/2017;25;7;2017;M03;Patrilolo;SC;Santa Catarina;168,21;84,11;4,21;9,59;25,23;J006;Cigarrete;PMS 2765;Branco;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 55-64, Classe A;Débito;Cropped, Elastano, Lavagem Clara;Lançamento de Coleção;Sim, Defeito no Produto;Online;2/5
386;42400;31/01/2016;31;1;2016;M05;Milteka;RO;Rondônia;168,27;84,14;4,21;9,59;25,24;J004;Pantacourt;PMS 7515;Bege;6;Airton;3;Rio Claro;MG;Feminino, 45-54, Classe B;Dinheiro;Cropped, Elastano, Lavagem Clara;Lançamento de Coleção;Não;Loja Física;3/5
387;43941;20/04/2020;20;4;2020;M02;Pardiucci;PE;Pernambuco;168,28;84,14;4,21;9,59;25,24;J003;Flare;PMS 7515;Bege;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 18-24, Classe A;Pix;Boyfriend, Algodão, Rasgado;Promoção de Verão;Não;Loja Física;4/5
388;43073;04/12/2017;4;12;2017;M01;Allen Machine;MT;Mato Grosso;168,57;84,29;4,21;9,61;25,29;J005;Hot Pants;PMS 519;Vinho;7;Pedro;4;Bauru;SP;Masculino, 35-44, Classe C;Cartão de Crédito;Flare, Jeans Reciclado, Rasgado;Lançamento de Coleção;Não;Online;5/5
389;43234;14/05/2018;14;5;2018;M03;Patrilolo;GO;Goiás;168,81;84,41;4,22;9,62;25,32;J003;Flare;PMS 2926;Preto;4;Edson;2;Nova Odessa;SC;Feminino, 45-54, Classe B;Cartão de Crédito;Skinny, Algodão, Sem Rasgo;Promoção de Verão;Sim, Tecido Incorreto;Online;4.5/5
390;42509;19/05/2016;19;5;2016;M03;Patrilolo;TO;Tocantins;169,06;84,53;4,23;9,64;25,36;J006;Cigarrete;PMS 7515;Bege;5;Bianka;3;Rio Claro;MG;Masculino, 25-34, Classe B;Transferência Bancária;Mom, Elastano, Lavagem Escura;Lançamento de Coleção;Sim, Tecido Incorreto;Online;5/5
391;42746;11/01/2017;11;1;2017;M03;Patrilolo;PA;Pará;169,37;84,69;4,23;9,65;25,41;J005;Hot Pants;PMS 576;Verde;7;Pedro;4;Bauru;SP;Masculino, 35-44, Classe C;Cartão de Crédito;Skinny, Algodão, Sem Rasgo;Lançamento de Coleção;Sim, Tecido Incorreto;Online;4/5
392;43122;22/01/2018;22;1;2018;M03;Patrilolo;PB;Paraíba;169,46;84,73;4,24;9,66;25,42;J001;Cropped;PMS 2965;Azul;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 55-64, Classe A;Pix;Mom, Elastano, Lavagem Escura;Liquidação de Inverno;Não;Online;5/5
393;42860;05/05/2017;5;5;2017;M02;Pardiucci;ES;Espírito Santo;169,66;84,83;4,24;9,67;25,45;J003;Flare;PMS 7515;Bege;6;Airton;3;Rio Claro;MG;Masculino, 55-64, Classe A;Débito;Skinny, Algodão, Sem Rasgo;Dia das Mães;Sim, Tamanho Incorreto;Online;2/5
394;42985;07/09/2017;7;9;2017;M04;Salvion;SC;Santa Catarina;169,67;84,84;4,24;9,67;25,45;J003;Flare;PMS 576;Verde;7;Pedro;4;Bauru;SP;Feminino, 45-54, Classe B;Dinheiro;Cropped, Elastano, Lavagem Clara;Liquidação de Inverno;Sim, Tamanho Incorreto;Online;2/5
395;42649;06/10/2016;6;10;2016;M03;Patrilolo;AC;Acre;169,68;84,84;4,24;9,67;25,45;J002;Skinny;PMS 576;Verde;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 35-44, Classe C;Pix;Cropped, Elastano, Lavagem Clara;Lançamento de Coleção;Não;Online;3/5
396;43733;25/09/2019;25;9;2019;M02;Pardiucci;RJ;Rio de Janeiro;169,85;84,93;4,25;9,68;25,48;J001;Cropped;PMS 2965;Azul;5;Bianka;3;Rio Claro;MG;Feminino, 18-24, Classe A;Dinheiro;Cropped, Elastano, Lavagem Clara;Promoção de Verão;Sim, Defeito no Produto;Loja Física;2/5
397;43395;22/10/2018;22;10;2018;M02;Pardiucci;RR;Roraima;169,99;85;4,25;9,69;25,5;J002;Skinny;PMS 2765;Branco;2;Milton;1;Allenópolis;SP;Masculino, 25-34, Classe B;Transferência Bancária;Mom, Elastano, Lavagem Escura;Black Friday;Não;Online;4.5/5
398;42388;19/01/2016;19;1;2016;M04;Salvion;SP;São Paulo;170,47;85,24;4,26;9,72;25,57;J006;Cigarrete;PMS 2926;Preto;5;Bianka;3;Rio Claro;MG;Masculino, 25-34, Classe B;Débito;Boyfriend, Algodão, Rasgado;Lançamento de Coleção;Sim, Tamanho Incorreto;Online;2/5
399;43895;05/03/2020;5;3;2020;M04;Salvion;TO;Tocantins;170,79;85,4;4,27;9,73;25,62;J003;Flare;PMS 2926;Preto;2;Milton;1;Allenópolis;SP;Masculino, 55-64, Classe A;Pix;Cropped, Elastano, Lavagem Clara;Lançamento de Coleção;Sim, Defeito no Produto;Online;4/5
400;42882;27/05/2017;27;5;2017;M02;Pardiucci;PB;Paraíba;170,98;85,49;4,27;9,75;25,65;J002;Skinny;PMS 519;Vinho;4;Edson;2;Nova Odessa;SC;Masculino, 35-44, Classe C;Pix;Skinny, Algodão, Sem Rasgo;Liquidação de Inverno;Sim, Tecido Incorreto;Loja Física;4/5
401;42590;08/08/2016;8;8;2016;M01;Allen Machine;PA;Pará;171,09;85,55;4,28;9,75;25,67;J006;Cigarrete;PMS 2926;Preto;5;Bianka;3;Rio Claro;MG;Masculino, 25-34, Classe B;Transferência Bancária;Skinny, Algodão, Sem Rasgo;Promoção de Verão;Não;Loja Física;5/5
402;43496;31/01/2019;31;1;2019;M05;Milteka;RO;Rondônia;171,23;85,62;4,28;9,76;25,69;J003;Flare;PMS 519;Vinho;5;Bianka;3;Rio Claro;MG;Masculino, 25-34, Classe B;Transferência Bancária;Flare, Jeans Reciclado, Rasgado;Lançamento de Coleção;Não;Loja Física;4/5
403;43275;24/06/2018;24;6;2018;M04;Salvion;MG;Minas Gerais;171,81;85,91;4,3;9,79;25,77;J004;Pantacourt;PMS 519;Vinho;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 25-34, Classe B;Cartão de Crédito;Boyfriend, Algodão, Rasgado;Liquidação de Inverno;Sim, Tecido Incorreto;Online;4.5/5
404;43470;05/01/2019;5;1;2019;M01;Allen Machine;DF;Distrito Federal;171,84;85,92;4,3;9,79;25,78;J002;Skinny;PMS 2926;Preto;5;Bianka;3;Rio Claro;MG;Feminino, 45-54, Classe B;Cartão de Crédito;Skinny, Algodão, Sem Rasgo;Black Friday;Não;Loja Física;4/5
405;43410;06/11/2018;6;11;2018;M05;Milteka;MG;Minas Gerais;172,34;86,17;4,31;9,82;25,85;J002;Skinny;PMS 576;Verde;2;Milton;1;Allenópolis;SP;Feminino, 45-54, Classe B;Transferência Bancária;Mom, Elastano, Lavagem Escura;Liquidação de Inverno;Não;Loja Física;3/5
406;43240;20/05/2018;20;5;2018;M02;Pardiucci;BA;Bahia;172,36;86,18;4,31;9,82;25,85;J004;Pantacourt;PMS 2765;Branco;4;Edson;2;Nova Odessa;SC;Feminino, 18-24, Classe A;Cartão de Crédito;Mom, Elastano, Lavagem Escura;Promoção de Verão;Não;Online;2/5
407;43413;09/11/2018;9;11;2018;M03;Patrilolo;SP;São Paulo;172,47;86,24;4,31;9,83;25,87;J005;Hot Pants;PMS 2965;Azul;2;Milton;1;Allenópolis;SP;Masculino, 55-64, Classe A;Dinheiro;Mom, Elastano, Lavagem Escura;Lançamento de Coleção;Sim, Tecido Incorreto;Loja Física;4.5/5
408;43411;07/11/2018;7;11;2018;M05;Milteka;PA;Pará;172,57;86,29;4,31;9,84;25,89;J004;Pantacourt;PMS 576;Verde;6;Airton;3;Rio Claro;MG;Feminino, 18-24, Classe A;Transferência Bancária;Skinny, Algodão, Sem Rasgo;Liquidação de Inverno;Sim, Defeito no Produto;Online;5/5
